year,month,day,hour,DEWP,TEMP,PRES,cbwd,Iws,target
2010,1,4,21,-24,-13.0,1034.0,1,187.27,low
2010,1,4,22,-24,-13.0,1035.0,1,195.32,low
2010,1,4,23,-26,-15.0,1035.0,1,198.45,low
2010,1,5,0,-26,-17.0,1035.0,1,201.58,low
2010,1,5,1,-26,-18.0,1035.0,1,205.6,low
2010,1,5,2,-26,-19.0,1035.0,1,208.73,low
2010,1,5,3,-27,-18.0,1035.0,1,213.65,low
2010,1,5,4,-27,-19.0,1035.0,1,218.57,low
2010,1,5,5,-27,-16.0,1034.0,0,4.92,low
2010,1,5,6,-26,-16.0,1035.0,0,8.05,low
2010,1,5,7,-27,-16.0,1034.0,0,13.86,low
2010,1,5,8,-26,-16.0,1035.0,0,18.78,low
2010,1,5,9,-26,-15.0,1035.0,0,24.59,low
2010,1,5,10,-25,-14.0,1035.0,0,29.51,low
2010,1,5,11,-25,-13.0,1035.0,0,34.43,low
2010,1,5,12,-25,-12.0,1034.0,0,39.35,low
2010,1,5,13,-24,-11.0,1032.0,0,41.14,low
2010,1,5,14,-22,-11.0,1032.0,3,0.89,low
2010,1,5,15,-23,-11.0,1031.0,1,1.79,low
2010,1,5,16,-24,-11.0,1031.0,1,3.58,low
2010,1,5,17,-23,-11.0,1031.0,1,5.37,low
2010,1,5,18,-23,-11.0,1032.0,1,7.16,low
2010,1,5,19,-22,-13.0,1033.0,1,10.29,low
2010,1,5,20,-22,-12.0,1033.0,1,13.42,low
2010,1,5,21,-24,-18.0,1033.0,1,16.55,high
2010,1,5,22,-22,-13.0,1034.0,1,20.57,low
2010,1,5,23,-22,-16.0,1033.0,1,23.7,low
2010,1,6,0,-25,-17.0,1033.0,1,26.83,low
2010,1,6,1,-25,-14.0,1033.0,0,4.02,low
2010,1,6,2,-26,-14.0,1034.0,0,8.04,low
2010,1,6,3,-26,-14.0,1033.0,0,13.85,low
2010,1,6,4,-26,-14.0,1033.0,0,17.87,low
2010,1,6,5,-26,-14.0,1033.0,0,23.68,low
2010,1,6,6,-26,-14.0,1033.0,0,28.6,low
2010,1,6,7,-26,-15.0,1034.0,0,33.52,low
2010,1,6,8,-26,-14.0,1034.0,0,39.33,low
2010,1,6,9,-25,-13.0,1035.0,0,44.25,low
2010,1,6,10,-25,-12.0,1035.0,0,50.06,low
2010,1,6,11,-24,-11.0,1035.0,0,54.98,low
2010,1,6,12,-24,-10.0,1034.0,0,59.0,low
2010,1,6,13,-22,-10.0,1033.0,1,4.02,low
2010,1,6,14,-22,-9.0,1033.0,1,5.81,low
2010,1,6,15,-22,-8.0,1033.0,3,0.89,low
2010,1,6,16,-22,-8.0,1033.0,1,1.79,low
2010,1,6,17,-21,-9.0,1033.0,1,3.58,low
2010,1,6,18,-22,-9.0,1033.0,1,5.37,low
2010,1,6,19,-22,-14.0,1034.0,3,0.89,low
2010,1,6,20,-22,-12.0,1035.0,1,1.79,high
2010,1,6,21,-21,-14.0,1034.0,1,3.58,high
2010,1,6,22,-22,-16.0,1035.0,1,5.37,low
2010,1,6,23,-21,-16.0,1035.0,1,7.16,high
2010,1,7,0,-21,-16.0,1035.0,1,8.95,high
2010,1,7,1,-21,-16.0,1035.0,3,0.45,high
2010,1,7,2,-22,-18.0,1036.0,3,1.34,low
2010,1,7,3,-23,-15.0,1036.0,1,4.02,low
2010,1,7,4,-24,-16.0,1035.0,1,7.15,low
2010,1,7,5,-25,-15.0,1035.0,1,10.28,low
2010,1,7,6,-24,-15.0,1035.0,1,14.3,low
2010,1,7,7,-25,-13.0,1036.0,0,4.92,low
2010,1,7,8,-24,-14.0,1036.0,1,4.02,low
2010,1,7,9,-23,-12.0,1036.0,1,8.94,low
2010,1,7,10,-22,-11.0,1036.0,1,12.96,low
2010,1,7,11,-20,-10.0,1036.0,1,16.09,low
2010,1,7,12,-21,-9.0,1035.0,1,19.22,low
2010,1,7,13,-21,-8.0,1034.0,1,21.01,low
2010,1,7,14,-20,-7.0,1033.0,1,22.8,low
2010,1,7,15,-20,-7.0,1032.0,1,24.59,low
2010,1,7,16,-18,-8.0,1032.0,1,26.38,low
2010,1,7,17,-19,-9.0,1032.0,1,28.17,low
2010,1,7,18,-19,-11.0,1032.0,0,0.89,low
2010,1,7,19,-18,-11.0,1033.0,1,1.79,low
2010,1,7,20,-19,-15.0,1032.0,0,1.79,high
2010,1,7,21,-19,-14.0,1032.0,3,0.45,high
2010,1,7,22,-21,-14.0,1032.0,3,1.34,high
2010,1,7,23,-21,-16.0,1032.0,3,2.23,high
2010,1,8,0,-21,-17.0,1031.0,1,1.79,high
2010,1,8,1,-19,-16.0,1031.0,1,3.58,high
2010,1,8,2,-20,-16.0,1031.0,0,0.89,high
2010,1,8,3,-19,-15.0,1030.0,2,0.89,high
2010,1,8,4,-18,-15.0,1030.0,3,0.45,high
2010,1,8,5,-18,-15.0,1029.0,3,1.34,high
2010,1,8,6,-18,-15.0,1029.0,1,1.79,low
2010,1,8,7,-16,-13.0,1029.0,0,0.89,low
2010,1,8,8,-16,-12.0,1029.0,2,0.89,low
2010,1,8,9,-16,-12.0,1030.0,2,1.78,low
2010,1,8,10,-17,-10.0,1030.0,0,0.89,high
2010,1,8,11,-16,-10.0,1029.0,3,0.89,high
2010,1,8,12,-16,-9.0,1028.0,2,3.13,high
2010,1,8,13,-15,-8.0,1026.0,2,4.92,high
2010,1,8,14,-16,-8.0,1026.0,3,0.89,high
2010,1,8,15,-16,-8.0,1025.0,3,1.78,high
2010,1,8,16,-16,-8.0,1025.0,3,2.67,high
2010,1,8,17,-17,-8.0,1025.0,2,0.89,high
2010,1,8,18,-17,-9.0,1026.0,3,0.45,high
2010,1,8,19,-17,-11.0,1026.0,3,1.34,high
2010,1,8,20,-17,-12.0,1026.0,3,1.79,high
2010,1,8,21,-18,-14.0,1027.0,1,1.79,high
2010,1,8,22,-16,-9.0,1027.0,1,4.92,high
2010,1,8,23,-16,-11.0,1027.0,1,6.71,high
2010,1,9,0,-17,-13.0,1027.0,3,0.89,high
2010,1,9,1,-17,-13.0,1027.0,1,3.13,high
2010,1,9,2,-17,-14.0,1027.0,1,4.92,high
2010,1,9,3,-17,-15.0,1027.0,1,8.05,high
2010,1,9,4,-17,-13.0,1027.0,1,9.84,high
2010,1,9,5,-19,-16.0,1027.0,1,13.86,high
2010,1,9,6,-18,-15.0,1027.0,1,17.88,high
2010,1,9,7,-19,-15.0,1027.0,1,21.9,high
2010,1,9,8,-18,-14.0,1028.0,1,25.92,low
2010,1,9,9,-18,-9.0,1029.0,0,5.81,low
2010,1,9,10,-17,-7.0,1029.0,0,11.62,low
2010,1,9,11,-17,-6.0,1030.0,0,17.43,low
2010,1,9,12,-16,-6.0,1029.0,0,23.24,low
2010,1,9,13,-16,-5.0,1029.0,0,28.16,low
2010,1,9,14,-15,-4.0,1029.0,0,33.08,low
2010,1,9,15,-14,-4.0,1028.0,0,37.1,low
2010,1,9,16,-15,-4.0,1029.0,0,38.89,low
2010,1,9,17,-15,-4.0,1030.0,1,1.79,low
2010,1,9,18,-15,-7.0,1030.0,0,3.13,low
2010,1,9,19,-15,-6.0,1031.0,1,3.13,low
2010,1,9,20,-15,-7.0,1032.0,1,4.92,low
2010,1,9,21,-15,-6.0,1032.0,0,3.13,low
2010,1,9,22,-15,-8.0,1033.0,3,0.45,low
2010,1,9,23,-15,-8.0,1033.0,3,0.9,low
2010,1,10,0,-15,-11.0,1033.0,1,0.89,low
2010,1,10,1,-17,-13.0,1033.0,1,1.78,low
2010,1,10,2,-17,-12.0,1033.0,1,4.91,low
2010,1,10,3,-17,-13.0,1033.0,1,8.04,low
2010,1,10,4,-19,-14.0,1032.0,1,9.83,low
2010,1,10,5,-18,-13.0,1032.0,1,12.96,low
2010,1,10,6,-19,-13.0,1032.0,1,16.09,low
2010,1,10,7,-19,-14.0,1033.0,1,19.22,low
2010,1,10,8,-19,-14.0,1034.0,1,22.35,low
2010,1,10,9,-17,-12.0,1033.0,1,24.14,low
2010,1,10,10,-16,-7.0,1033.0,0,4.02,low
2010,1,10,11,-15,-7.0,1033.0,1,3.13,low
2010,1,10,12,-15,-7.0,1032.0,1,6.26,low
2010,1,10,13,-14,-6.0,1031.0,1,9.39,low
2010,1,10,14,-14,-6.0,1031.0,1,12.52,low
2010,1,10,15,-13,-5.0,1030.0,1,14.31,low
2010,1,10,16,-14,-5.0,1031.0,1,16.1,low
2010,1,10,17,-14,-6.0,1031.0,1,19.23,low
2010,1,10,18,-13,-7.0,1032.0,1,23.25,low
2010,1,10,19,-15,-6.0,1032.0,1,27.27,low
2010,1,10,20,-15,-6.0,1033.0,1,30.4,low
2010,1,10,21,-15,-4.0,1034.0,1,35.32,low
2010,1,10,22,-16,-4.0,1034.0,1,44.26,low
2010,1,10,23,-17,-5.0,1035.0,1,52.31,low
2010,1,11,0,-17,-6.0,1035.0,1,60.36,low
2010,1,11,1,-17,-8.0,1035.0,3,0.89,low
2010,1,11,2,-19,-11.0,1036.0,1,4.02,low
2010,1,11,3,-20,-11.0,1036.0,1,8.94,low
2010,1,11,4,-21,-11.0,1035.0,0,4.02,low
2010,1,11,5,-22,-12.0,1035.0,1,3.13,low
2010,1,11,6,-22,-12.0,1035.0,0,4.92,low
2010,1,11,7,-22,-13.0,1036.0,1,5.81,low
2010,1,11,8,-22,-9.0,1036.0,1,13.86,low
2010,1,11,9,-22,-10.0,1036.0,1,21.91,low
2010,1,11,10,-22,-9.0,1036.0,1,29.06,low
2010,1,11,11,-21,-9.0,1036.0,1,33.08,low
2010,1,11,12,-20,-6.0,1035.0,1,42.02,low
2010,1,11,13,-19,-5.0,1034.0,1,50.96,low
2010,1,11,14,-19,-5.0,1033.0,1,59.01,low
2010,1,11,15,-20,-5.0,1033.0,1,66.16,low
2010,1,11,16,-20,-5.0,1032.0,1,71.97,low
2010,1,11,17,-20,-5.0,1033.0,1,76.89,low
2010,1,11,18,-20,-7.0,1033.0,1,81.81,low
2010,1,11,19,-22,-7.0,1033.0,1,85.83,low
2010,1,11,20,-22,-8.0,1033.0,1,89.85,low
2010,1,11,21,-23,-10.0,1033.0,1,91.64,low
2010,1,11,22,-23,-13.0,1033.0,1,93.43,low
2010,1,11,23,-22,-12.0,1032.0,3,0.89,low
2010,1,12,0,-22,-15.0,1031.0,3,1.78,low
2010,1,12,1,-22,-14.0,1031.0,0,1.79,low
2010,1,12,2,-22,-14.0,1031.0,1,0.89,low
2010,1,12,3,-24,-18.0,1030.0,0,1.79,low
2010,1,12,4,-24,-13.0,1030.0,0,3.58,low
2010,1,12,5,-25,-14.0,1030.0,1,3.13,low
2010,1,12,6,-24,-14.0,1030.0,1,7.15,low
2010,1,12,7,-25,-12.0,1030.0,1,12.96,low
2010,1,12,8,-26,-14.0,1030.0,1,16.98,low
2010,1,12,9,-25,-12.0,1031.0,1,21.0,low
2010,1,12,10,-25,-11.0,1031.0,1,26.81,low
2010,1,12,11,-24,-11.0,1030.0,1,35.75,low
2010,1,12,12,-23,-11.0,1029.0,1,47.82,low
2010,1,12,13,-22,-11.0,1029.0,1,63.02,low
2010,1,12,14,-23,-11.0,1029.0,1,75.98,low
2010,1,12,15,-22,-11.0,1029.0,1,88.05,low
2010,1,12,16,-23,-11.0,1030.0,1,101.01,low
2010,1,12,17,-24,-11.0,1030.0,1,109.06,low
2010,1,12,18,-24,-11.0,1032.0,1,118.0,low
2010,1,12,19,-23,-11.0,1032.0,1,126.05,low
2010,1,12,20,-23,-12.0,1032.0,1,134.1,low
2010,1,12,21,-24,-12.0,1033.0,1,142.15,low
2010,1,12,22,-23,-12.0,1033.0,1,150.2,low
2010,1,12,23,-23,-12.0,1034.0,1,160.03,low
2010,1,13,0,-24,-12.0,1034.0,1,169.86,low
2010,1,13,1,-24,-12.0,1033.0,1,178.8,low
2010,1,13,2,-25,-12.0,1033.0,1,189.98,low
2010,1,13,3,-24,-13.0,1033.0,1,198.03,low
2010,1,13,4,-25,-12.0,1032.0,1,205.18,low
2010,1,13,5,-25,-12.0,1033.0,1,215.01,low
2010,1,13,6,-25,-12.0,1032.0,1,226.19,low
2010,1,13,7,-25,-12.0,1032.0,1,235.13,low
2010,1,13,8,-25,-12.0,1032.0,1,243.18,low
2010,1,13,9,-23,-11.0,1033.0,1,252.12,low
2010,1,13,10,-23,-10.0,1033.0,1,257.93,low
2010,1,13,11,-22,-9.0,1033.0,1,263.74,low
2010,1,13,12,-21,-8.0,1031.0,1,270.89,low
2010,1,13,13,-21,-6.0,1030.0,1,278.94,low
2010,1,13,14,-20,-5.0,1029.0,1,286.99,low
2010,1,13,15,-22,-5.0,1028.0,1,294.14,low
2010,1,13,16,-21,-5.0,1028.0,1,299.06,low
2010,1,13,17,-19,-7.0,1028.0,2,1.79,low
2010,1,13,18,-19,-8.0,1028.0,3,0.45,low
2010,1,13,19,-20,-9.0,1028.0,3,1.34,low
2010,1,13,20,-19,-10.0,1027.0,2,1.79,low
2010,1,13,21,-19,-13.0,1027.0,3,0.89,low
2010,1,13,22,-18,-12.0,1027.0,3,1.78,low
2010,1,13,23,-18,-13.0,1027.0,0,0.89,low
2010,1,14,0,-18,-14.0,1026.0,0,1.78,low
2010,1,14,1,-20,-15.0,1025.0,0,2.67,high
2010,1,14,2,-20,-15.0,1025.0,1,0.89,high
2010,1,14,3,-20,-16.0,1025.0,1,1.78,high
2010,1,14,4,-20,-16.0,1024.0,1,3.57,high
2010,1,14,5,-21,-17.0,1024.0,1,6.7,high
2010,1,14,6,-19,-14.0,1023.0,1,10.72,low
2010,1,14,7,-21,-17.0,1023.0,1,13.85,low
2010,1,14,8,-19,-15.0,1024.0,1,15.64,low
2010,1,14,9,-19,-14.0,1024.0,1,18.77,low
2010,1,14,10,-18,-10.0,1024.0,1,22.79,low
2010,1,14,11,-17,-9.0,1023.0,1,24.58,low
2010,1,14,12,-16,-6.0,1023.0,1,26.37,low
2010,1,14,13,-17,-5.0,1022.0,1,28.16,low
2010,1,14,14,-16,-5.0,1022.0,1,29.95,low
2010,1,14,15,-15,-4.0,1022.0,1,33.08,low
2010,1,14,16,-16,-4.0,1023.0,3,0.89,low
2010,1,14,17,-15,-5.0,1025.0,2,1.79,low
2010,1,14,18,-14,-3.0,1026.0,1,5.81,low
2010,1,14,19,-16,-3.0,1027.0,1,11.62,low
2010,1,14,20,-15,-4.0,1029.0,1,20.56,low
2010,1,14,21,-16,-5.0,1031.0,1,24.58,low
2010,1,14,22,-17,-6.0,1032.0,0,3.13,low
2010,1,14,23,-18,-6.0,1033.0,0,8.05,low
2010,1,15,0,-19,-7.0,1034.0,0,13.86,low
2010,1,15,1,-17,-8.0,1035.0,1,5.81,low
2010,1,15,2,-18,-10.0,1035.0,1,11.62,low
2010,1,15,3,-19,-10.0,1036.0,1,14.75,low
2010,1,15,4,-19,-9.0,1036.0,1,19.67,low
2010,1,15,5,-19,-9.0,1036.0,0,7.15,low
2010,1,15,6,-20,-9.0,1037.0,0,12.96,low
2010,1,15,7,-19,-9.0,1037.0,0,18.77,low
2010,1,15,8,-19,-8.0,1038.0,0,22.79,low
2010,1,15,9,-19,-8.0,1039.0,0,28.6,low
2010,1,15,10,-19,-7.0,1039.0,0,35.75,low
2010,1,15,11,-18,-6.0,1039.0,0,41.56,low
2010,1,15,12,-18,-5.0,1039.0,0,45.58,low
2010,1,15,13,-17,-4.0,1038.0,1,1.79,low
2010,1,15,14,-16,-3.0,1037.0,3,0.89,low
2010,1,15,15,-17,-3.0,1037.0,3,1.78,low
2010,1,15,16,-17,-2.0,1037.0,3,2.23,low
2010,1,15,17,-15,-5.0,1036.0,2,0.89,low
2010,1,15,18,-15,-6.0,1036.0,3,0.89,low
2010,1,15,19,-15,-6.0,1037.0,3,1.78,low
2010,1,15,20,-14,-6.0,1037.0,2,1.79,low
2010,1,15,21,-14,-8.0,1036.0,2,3.58,high
2010,1,15,22,-14,-10.0,1037.0,3,0.89,low
2010,1,15,23,-15,-11.0,1036.0,3,1.78,low
2010,1,16,0,-15,-11.0,1036.0,3,2.67,high
2010,1,16,1,-16,-13.0,1036.0,0,0.89,high
2010,1,16,2,-16,-12.0,1036.0,3,0.89,high
2010,1,16,3,-16,-13.0,1035.0,0,0.89,high
2010,1,16,4,-15,-12.0,1035.0,0,1.78,high
2010,1,16,5,-14,-10.0,1034.0,1,1.79,high
2010,1,16,6,-15,-10.0,1034.0,1,2.68,high
2010,1,16,7,-15,-11.0,1034.0,1,4.47,high
2010,1,16,8,-15,-11.0,1034.0,1,6.26,high
2010,1,16,9,-14,-9.0,1034.0,1,8.05,high
2010,1,16,10,-14,-9.0,1034.0,1,9.84,high
2010,1,16,11,-13,-6.0,1034.0,3,0.89,high
2010,1,16,12,-13,-5.0,1033.0,1,1.79,high
2010,1,16,13,-12,-4.0,1031.0,3,0.89,high
2010,1,16,14,-12,-3.0,1031.0,3,1.78,high
2010,1,16,15,-12,-3.0,1030.0,3,2.67,high
2010,1,16,16,-11,-3.0,1030.0,3,3.56,high
2010,1,16,17,-11,-4.0,1031.0,0,0.89,high
2010,1,16,18,-12,-7.0,1031.0,3,0.89,high
2010,1,16,19,-12,-7.0,1032.0,3,1.78,high
2010,1,16,20,-12,-8.0,1032.0,3,2.23,high
2010,1,16,21,-12,-9.0,1032.0,3,3.12,high
2010,1,16,22,-13,-11.0,1032.0,1,0.89,high
2010,1,16,23,-14,-11.0,1032.0,1,2.68,high
2010,1,17,0,-15,-12.0,1032.0,1,5.81,high
2010,1,17,1,-14,-11.0,1032.0,3,0.45,high
2010,1,17,2,-14,-11.0,1031.0,3,1.34,high
2010,1,17,3,-14,-12.0,1031.0,1,1.79,high
2010,1,17,4,-14,-12.0,1031.0,1,3.58,high
2010,1,17,5,-14,-10.0,1030.0,1,6.71,high
2010,1,17,6,-14,-11.0,1030.0,1,9.84,high
2010,1,17,7,-15,-10.0,1030.0,1,11.63,high
2010,1,17,8,-13,-10.0,1030.0,1,14.76,high
2010,1,17,9,-13,-8.0,1030.0,1,17.89,high
2010,1,17,10,-12,-6.0,1030.0,3,0.45,high
2010,1,17,11,-11,-5.0,1030.0,3,1.34,high
2010,1,17,12,-11,-4.0,1029.0,3,2.23,high
2010,1,17,13,-11,-3.0,1028.0,3,3.12,high
2010,1,17,14,-10,-1.0,1027.0,3,4.01,high
2010,1,17,15,-11,-1.0,1027.0,3,4.46,high
2010,1,17,16,-10,-1.0,1026.0,2,0.89,high
2010,1,17,17,-10,-3.0,1026.0,2,1.78,high
2010,1,17,18,-10,-5.0,1027.0,2,2.67,high
2010,1,17,19,-10,-6.0,1027.0,0,0.89,high
2010,1,17,20,-11,-7.0,1027.0,3,0.45,high
2010,1,17,21,-10,-7.0,1027.0,3,0.9,high
2010,1,17,22,-11,-9.0,1027.0,3,1.35,high
2010,1,17,23,-12,-9.0,1027.0,0,0.89,high
2010,1,18,0,-12,-10.0,1028.0,3,0.89,high
2010,1,18,1,-13,-11.0,1028.0,1,3.13,high
2010,1,18,2,-11,-9.0,1028.0,1,4.92,high
2010,1,18,3,-13,-10.0,1028.0,1,6.71,high
2010,1,18,4,-13,-11.0,1028.0,1,7.6,high
2010,1,18,5,-13,-11.0,1027.0,0,1.79,high
2010,1,18,6,-14,-11.0,1028.0,1,0.89,high
2010,1,18,7,-14,-11.0,1028.0,1,4.02,high
2010,1,18,8,-14,-11.0,1028.0,1,5.81,high
2010,1,18,9,-11,-6.0,1028.0,1,9.83,high
2010,1,18,10,-10,-5.0,1028.0,1,11.62,high
2010,1,18,11,-9,-3.0,1028.0,1,13.41,high
2010,1,18,12,-8,-1.0,1027.0,1,15.2,high
2010,1,18,13,-9,0.0,1026.0,1,16.99,high
2010,1,18,14,-9,1.0,1025.0,0,1.79,high
2010,1,18,15,-9,1.0,1025.0,3,0.89,high
2010,1,18,16,-8,1.0,1025.0,2,0.89,high
2010,1,18,17,-7,-1.0,1025.0,2,2.68,high
2010,1,18,18,-7,-2.0,1025.0,3,0.89,high
2010,1,18,19,-7,-3.0,1025.0,2,0.89,high
2010,1,18,20,-5,-2.0,1026.0,3,0.89,high
2010,1,18,21,-5,-1.0,1026.0,1,1.79,high
2010,1,18,22,-5,-1.0,1026.0,1,3.58,high
2010,1,18,23,-6,-1.0,1026.0,3,0.89,high
2010,1,19,0,-4,-1.0,1025.0,1,1.79,high
2010,1,19,1,-5,-1.0,1024.0,1,4.92,high
2010,1,19,2,-5,-1.0,1024.0,1,6.71,high
2010,1,19,3,-5,-1.0,1023.0,1,8.5,high
2010,1,19,4,-4,-1.0,1022.0,1,10.29,high
2010,1,19,5,-4,-1.0,1021.0,1,11.18,high
2010,1,19,6,-4,-1.0,1021.0,1,12.07,high
2010,1,19,7,-4,-1.0,1021.0,1,13.86,high
2010,1,19,8,-4,0.0,1021.0,3,0.89,high
2010,1,19,9,-4,0.0,1021.0,1,1.79,high
2010,1,19,10,-4,0.0,1021.0,3,0.89,high
2010,1,19,11,-5,1.0,1021.0,1,1.79,high
2010,1,19,12,-5,1.0,1020.0,3,0.89,high
2010,1,19,13,-4,1.0,1019.0,3,1.34,high
2010,1,19,14,-4,1.0,1018.0,0,0.89,high
2010,1,19,15,-3,2.0,1018.0,3,0.45,high
2010,1,19,16,-3,2.0,1018.0,3,1.34,high
2010,1,19,17,-2,2.0,1018.0,0,0.89,high
2010,1,19,18,-3,1.0,1018.0,3,0.89,high
2010,1,19,19,-3,2.0,1020.0,1,1.79,high
2010,1,19,20,-3,1.0,1020.0,1,4.92,high
2010,1,19,21,-3,0.0,1021.0,1,6.71,high
2010,1,19,22,-3,0.0,1021.0,1,8.5,high
2010,1,19,23,-3,1.0,1020.0,1,11.63,high
2010,1,20,0,-2,0.0,1021.0,1,14.76,high
2010,1,20,1,-2,-1.0,1022.0,1,16.55,high
2010,1,20,2,-4,-2.0,1022.0,1,19.68,high
2010,1,20,3,-2,-1.0,1023.0,1,25.49,high
2010,1,20,4,-3,1.0,1023.0,1,28.62,low
2010,1,20,5,-3,0.0,1024.0,1,31.75,low
2010,1,20,6,-5,2.0,1026.0,1,36.67,low
2010,1,20,7,-9,1.0,1027.0,1,41.59,low
2010,1,20,8,-10,0.0,1028.0,1,48.74,low
2010,1,20,9,-10,0.0,1030.0,1,55.89,low
2010,1,20,10,-11,1.0,1032.0,1,63.04,low
2010,1,20,11,-13,0.0,1033.0,1,71.09,low
2010,1,20,12,-13,0.0,1033.0,1,78.24,low
2010,1,20,13,-13,-1.0,1033.0,0,8.05,low
2010,1,20,14,-13,-1.0,1032.0,1,7.15,low
2010,1,20,15,-15,-1.0,1032.0,0,5.81,low
2010,1,20,16,-14,-1.0,1033.0,1,5.81,low
2010,1,20,17,-15,-2.0,1033.0,1,12.96,low
2010,1,20,18,-16,-3.0,1034.0,1,21.01,low
2010,1,20,19,-17,-4.0,1035.0,1,28.16,low
2010,1,20,20,-19,-3.0,1036.0,1,37.99,low
2010,1,20,21,-18,-4.0,1037.0,1,46.93,low
2010,1,20,22,-19,-4.0,1038.0,1,55.87,low
2010,1,20,23,-19,-5.0,1038.0,1,65.7,low
2010,1,21,0,-20,-6.0,1038.0,1,75.53,low
2010,1,21,1,-20,-6.0,1038.0,1,85.36,low
2010,1,21,2,-20,-7.0,1038.0,1,95.19,low
2010,1,21,3,-22,-8.0,1038.0,1,103.24,low
2010,1,21,4,-23,-8.0,1038.0,1,111.29,low
2010,1,21,5,-24,-9.0,1038.0,1,118.44,low
2010,1,21,6,-24,-9.0,1038.0,1,128.27,low
2010,1,21,7,-25,-9.0,1038.0,1,138.1,low
2010,1,21,8,-25,-8.0,1039.0,1,147.04,low
