Delinquency,Revolving Credit Percentage,Capital Reserves,Num Late 60,Debt Ratio,Monthly Income,Num Credit Lines,Num Late Past 90,Num Real Estate,Num Late 90,Num Employees
0,0.17403905,67,0,0.122027426,5760,10,0,0,0,0
0,0.469272967,45,0,0.122927879,9289,7,0,0,0,2
1,0.945750303,56,9,0.6697303,6636,23,5,1,2,0
0,0.936753162,71,0,0.160419598,7816,6,0,0,0,0
0,0.105010647,53,0,0.396371947,7000,11,0,1,0,0
0,0.244395327,51,0,0.520137104,3500,8,0,1,0,0
0,0.170656892,49,0,0.37343776,6000,12,0,2,0,0
0,0.004716477,73,0,0.669141302,8081,20,0,3,0,0
0,0.937677054,34,0,0.190894909,7050,10,0,1,0,2
0,0.048567777,50,0,0.00241093,7465,3,0,0,0,0
0,0.919770087,33,0,0.122341392,5500,4,0,0,0,1
0,0.037064206,37,3,0.411708253,6251,12,0,1,0,2
0,0.065992236,36,0,0.003999,4000,4,0,0,0,2
0,0.9999999,37,2,0.613237445,8203,7,0,2,1,2
0,0.049174542,37,0,0.383790965,11289,9,0,2,0,1
0,0.042817524,55,0,0.218889192,11000,8,0,2,0,1
0,0.330378608,58,0,0.46918742,5500,19,0,2,0,1
0,0.014752693,44,0,0.415241058,4500,16,0,2,0,1
0,0.032231663,52,0,1.647270546,5000,9,0,2,0,3
0,0.197965009,42,2,0.363510712,5787,13,0,1,0,2
0,0.14415664,47,1,0.20748271,12000,5,0,1,0,2
0,0.106842089,49,0,0.785062367,6573,14,0,5,0,0
0,0.499666889,43,0,0.302075327,1300,4,0,0,0,3
0,0.053207622,80,0,0.026739801,2916,10,0,0,0,2
0,0.960749189,35,0,0.337034042,13600,9,1,3,0,1
0,0.9768474,65,0,0.333129273,9800,8,0,2,0,0
1,0.860840581,43,4,0.37139368,6550,10,1,0,4,0
0,0.101549855,67,0,0.235826087,11499,6,0,1,0,0
0,0.014957536,60,0,0.069186163,5000,11,0,0,0,0
0,0.000444097,75,0,0.513885803,4500,16,0,2,0,1
0,0.920931456,69,1,0.838058626,2080,12,0,2,0,0
0,0.005808595,67,0,0.393694733,2600,7,0,1,0,0
1,0,30,0,0,1417,1,0,0,0,1
0,0.010627174,80,0,15,0,3,0,0,0,0
0,0.666950234,42,0,0.170396419,9383,8,0,0,0,3
0,0.535475301,44,0,0.312257302,11845,8,0,2,0,2
0,0.066694444,49,0,0.159035891,9500,8,0,2,0,3
0,0.9999999,22,0,0,0,1,0,0,0,0
0,0.019627986,78,0,0.147608643,4118,7,0,0,0,0
0,0.026366271,36,0,0.713909031,4550,9,0,3,0,1
0,0.110409193,38,0,0.345021828,7100,12,0,1,0,1
0,0.819206569,76,0,1.201055662,2083,6,0,0,0,0
0,0.125798586,35,0,0.455700609,5744,8,0,2,0,0
0,0.164670217,41,0,0.02339766,10000,5,0,0,0,1
0,0.972462026,50,0,0.154880931,5500,4,0,0,0,3
0,0.065640485,47,0,0.379231538,7000,15,0,1,0,0
0,0.165740946,26,0,1.279301746,400,5,0,0,0,0
0,0.417971065,58,0,0.36237101,12500,9,0,2,0,1
0,0.312747851,39,0,0.364074815,8500,10,0,1,0,0
0,0.037742528,45,0,0.2443062,9483,7,0,1,0,0
0,0.176672933,42,0,432,1,4,0,1,0,3
0,0,26,0,0.0019995,4000,1,0,0,0,0
0,0.64740455,82,0,0.293696635,15927,13,0,2,0,0
0,0,75,0,0.398583923,2400,8,0,2,0,0
0,0.09022416,44,0,0.27253946,12100,21,0,2,0,0
1,0.830632561,43,1,0.835431518,6592,20,0,1,0,0
0,0.590598093,50,0,0.178331592,6700,6,0,1,0,0
0,0.177622029,63,0,0.367224503,9500,9,0,3,0,0
0,0.032886083,28,0,0.781883194,1677,7,0,1,0,0
0,0.9999999,39,0,0.07995892,6815,1,1,0,0,1
0,0.034326649,61,0,0.265534129,6533,7,0,2,0,0
0,0.944615553,57,1,0.722842788,20500,29,0,19,0,0
0,0.472558546,35,0,0.715783954,3813,14,0,3,0,1
0,0.005076728,85,0,0.001295896,2314,4,0,0,0,0
0,0.396946271,64,0,0.134590656,2332,7,0,0,0,0
0,0.002469377,88,0,0.000792812,3783,5,0,0,0,0
0,0.019068757,39,0,0.481903619,5000,12,0,1,0,1
0,0.9999999,38,1,0.063860668,6200,2,0,0,0,1
0,0.261145462,50,0,0.53060302,11060,10,0,4,0,1
0,0.739646497,45,0,0.178364327,5000,5,0,1,0,0
0,0.300888517,53,0,0.402913221,8100,9,0,1,0,1
1,1577,37,0,0.479826307,5526,11,0,2,0,2
1,0.315786384,48,2,0.504326091,5200,12,1,1,1,2
0,0.027803168,73,0,0.641572285,1500,10,0,1,0,0
0,0.49606995,30,0,0.446729506,3500,8,0,0,0,0
0,0.847880299,26,0,0.011098779,900,1,1,0,0,0
0,0.036961753,46,0,0.322783861,13333,7,0,1,0,0
0,0.248704663,54,0,0.128306603,4800,6,0,2,0,2
0,0.523940141,53,0,1.088782244,3333,9,0,1,0,2
0,0.00812774,71,0,0.0979565,18252,16,0,1,0,1
0,0.490031135,57,0,0.392419493,14035,18,0,4,0,0
0,0.608497589,45,0,0.492636675,4956,12,0,1,0,1
0,0.404735096,40,0,0.224582636,23300,17,0,2,0,2
0,0.226386323,44,0,1.667179093,1300,6,0,1,0,0
0,0.45376353,56,0,0.444104985,7200,15,0,2,0,2
0,0.07999798,69,0,0.614669267,20000,9,0,3,0,0
0,0.05269605,58,0,0.248402926,10800,12,0,2,0,0
0,0.127515399,59,0,0.179082092,10000,21,0,1,0,1
0,0,26,0,0,1480,3,0,0,0,0
0,0.0059988,80,0,0.151240169,1652,2,0,0,0,0
0,0.053660343,53,0,0.005427796,7000,6,0,0,0,0
0,0.552196397,53,0,0.934933087,6500,10,0,3,0,2
0,0.294317193,46,0,0.131799163,8125,13,0,0,0,2
0,0.112321289,53,0,0.266909775,8500,9,0,1,0,5
0,0.170802544,42,0,0.056194381,10000,4,0,0,0,1
0,0.555676137,56,0,0.244191636,6240,4,0,1,0,2
0,0.567678717,56,0,0.584220789,6666,15,0,2,0,0
0,0,50,0,0.356291497,12500,8,0,2,0,0
0,0.66846409,45,0,0.491941261,5583,8,0,2,0,3
0,0.403155011,67,1,0.188452887,4000,4,0,0,0,1
0,0.406657206,30,0,0.089569601,7736,6,0,0,0,0
0,0.772256227,43,0,0.455707975,4300,4,0,1,0,4
0,0.134127256,40,0,0.29468896,8133,10,0,1,0,3
0,0,66,0,0.25131739,4933,7,0,1,0,0
0,0.611649176,52,0,0.465245151,8300,15,0,3,0,2
0,0,46,0,0,5033,2,0,0,0,0
0,0,37,0,0.000249984,16000,7,0,0,0,0
0,0.031504131,73,0,0.228295284,6000,10,0,2,0,0
0,0.489905102,76,0,0.519829564,3050,8,0,1,0,0
0,0.9999999,56,0,0.361088346,6100,2,0,2,0,0
1,0.349301868,60,0,0.265962005,7000,14,0,0,0,2
0,0.067352451,44,0,0.579401873,11000,4,0,2,0,1
0,0.166890983,66,0,0.873002523,3566,9,0,3,0,0
0,0.405025868,39,0,0.628711444,3468,10,0,1,0,2
0,0.031458907,49,0,0.087762067,2050,9,0,0,0,0
1,0.9999999,30,0,0.012239021,8333,1,0,0,0,0
0,0.13164182,49,0,0.468069961,9833,27,0,3,0,2
0,0.586124238,42,0,0.304364545,5200,17,0,0,0,0
0,0.18745417,62,0,0.164070613,17333,3,0,1,0,2
0,0,41,0,0.314908437,8900,9,0,2,0,2
0,0.043695643,58,0,0.059818649,22166,8,0,0,0,2
0,0.066364928,43,0,0.424846129,6173,6,0,2,0,2
0,0.086787951,47,0,0.193090766,15225,16,1,2,0,4
0,0.952996475,51,0,0.052202888,2700,3,1,0,0,0
0,0,37,0,1.788169464,1250,6,0,2,0,1
0,1.889214771,63,0,0.262876131,5416,10,0,1,0,0
0,0.334911006,40,0,0.450281672,7632,10,0,1,0,4
0,0.247469531,48,0,0.659258249,7333,11,0,1,0,1
0,0.344327836,38,0,0.00294083,8500,3,0,0,0,0
1,0.9999999,70,0,0,2300,1,0,0,0,0
0,1.598006645,49,0,0.161693269,4322,2,0,0,2,2
0,0.662067586,41,1,0.280336451,17000,7,0,2,0,0
1,0.493201795,48,1,0.578567268,8584,10,0,2,0,0
0,0.9999999,29,0,0.007571933,1980,1,1,0,0,4
0,0.916764503,40,0,0.578125,11455,16,0,5,0,2
0,0,67,0,0.160622867,9375,21,0,1,0,0
0,0.003449914,42,0,0.344631074,3333,10,0,1,0,2
0,0.17812163,57,0,0.408559233,18038,24,0,4,0,0
0,0.9999999,33,0,0.362349021,2400,2,0,0,0,1
0,0.9999999,36,0,0.500313283,3191,8,0,2,0,0
0,0.000212721,57,0,0.165278241,3000,4,0,0,0,2
1,0.9999999,21,98,0,3545,0,98,0,98,0
0,0.9999999,34,1,0.382921044,2950,3,1,0,1,2
0,0.042593817,53,0,0.077101719,8611,8,0,1,0,3
0,0.096307231,60,0,0.175779881,11411,5,0,2,0,0
0,0.387522496,83,0,0.017396521,3333,11,0,0,0,0
0,0.024953533,81,0,0.665793859,4200,16,0,2,0,0
0,0.237793844,59,0,0.366807376,4500,10,0,0,0,2
0,0.093547185,61,0,0.025885809,5446,4,0,0,0,0
1,0.45020701,45,1,0.872130686,7100,15,0,3,0,0
0,0,61,0,0.207014768,3791,7,0,2,0,0
0,0.069093091,75,0,0.008232284,8988,10,0,0,0,0
0,0.824175824,45,0,0.130754163,4083,6,0,0,0,1
0,0.328989034,57,0,0.517624119,6666,7,0,1,0,1
0,0.040098165,47,0,0.506088443,4680,9,0,1,0,0
1,0.946711363,52,0,0.169779287,5300,5,0,0,0,1
0,0.365984348,46,0,0.617576244,7475,19,0,3,0,2
0,0.009985653,72,0,0.277165033,9791,8,0,2,0,0
0,0.104318372,49,0,0.160590678,6500,21,0,1,0,4
0,0.8187774,39,0,0.376962304,10000,7,0,2,0,3
0,0.012874678,60,0,0.426719402,4550,7,0,2,0,0
0,0.9999999,41,2,0.674303406,1614,5,1,0,0,0
0,0,71,0,0.003808315,3150,4,0,0,0,0
0,0.9999999,34,0,0.940402194,2734,8,0,1,0,1
0,0.272826837,63,0,0.322559147,3000,12,0,1,0,0
0,0.286428553,80,0,0.258313998,2585,3,0,1,0,0
1,0.542618434,27,0,0.1699485,3300,9,0,0,0,0
0,0.122938531,72,1,0.241630056,6600,6,0,0,1,0
0,0.452030653,43,0,0.309939557,5955,8,0,0,0,2
0,0.117339,41,0,0.011754184,7826,10,0,0,0,4
1,0.641028231,44,0,0.459923346,6000,10,0,1,0,2
0,0.207467322,60,0,0.643568841,2207,9,0,1,0,0
0,0.033205752,39,0,0.369663058,8220,7,0,1,0,3
1,0.185868386,38,0,0.430214486,3216,11,0,1,0,3
1,0.164732976,61,3,0.369371598,8083,23,0,1,1,0
0,0.113449389,36,0,0.723480334,2516,6,0,2,0,3
1,0.678937558,29,1,0.386050644,2250,4,0,0,0,4
0,0.253464456,50,0,0.325734853,5000,17,0,2,0,0
0,0.9999999,39,0,0.178184846,1200,0,2,0,0,2
0,0.12451056,62,0,0.556481173,3000,8,0,2,0,1
0,0.98020198,46,0,0.310653707,5246,3,0,1,0,1
0,0.082087178,30,0,0.555876472,4500,3,0,1,0,0
0,0.449394869,51,0,0.674358501,5416,14,0,3,0,2
0,0.149642086,74,0,0.089982004,5000,4,0,0,0,0
0,0.014766719,88,0,0.004847016,3300,4,0,0,0,0
0,0.223054118,37,0,0.315812967,8960,8,0,2,0,0
0,0.139995758,66,0,0.289635518,6666,5,0,1,0,1
0,0.9999999,42,0,0,3750,1,0,0,0,2
0,0.597877298,49,0,0.232398988,10666,16,0,0,0,4
0,0.277453758,55,1,0.262618873,4100,10,0,2,0,1
0,0.380324661,42,0,0.305641197,12000,12,0,2,0,4
0,0.0699986,49,0,0.563316449,3750,7,0,2,0,0
0,0.242028603,47,1,0.485475672,5507,5,0,1,0,3
0,0.710323745,61,1,0.401691874,3900,8,1,1,0,2
0,0.099180164,31,0,0.008269344,1692,1,0,0,0,0
0,0,29,0,0.112221945,4000,2,0,0,0,0
0,0.374597608,57,0,0.283233858,11057,13,0,2,0,1
0,0.930413917,28,0,0.319946676,6000,10,0,0,0,2
1,0.583052397,46,0,0.410131082,4500,6,1,2,0,1
0,0.077113902,75,0,0.295823398,13000,12,0,2,0,1
0,0,58,1,0.533745983,8400,9,0,3,0,2
0,0.89206762,57,0,0.510478754,5200,5,0,1,0,0
0,0,23,0,0.249772934,1100,3,0,0,0,0
0,0.647754365,36,0,0.510671759,13352,15,0,4,0,0
0,0.225214856,81,0,0.148388129,12500,15,0,1,0,0
0,0.019387779,34,0,0.32591852,4000,9,0,1,0,0
0,0.820607046,46,0,0.411180506,9766,12,0,2,0,4
0,0.549881401,66,0,0.223194201,4000,3,0,0,0,0
0,0.051694062,38,0,0.363763764,9989,13,0,1,0,0
0,0.14458409,46,0,0.045350014,10870,7,0,0,0,2
0,0,63,0,0.007988922,9387,9,0,0,0,0
0,0.480038973,54,0,0.4505045,11000,8,0,2,0,1
0,0.025655592,44,0,0.437427095,6000,8,0,1,0,0
0,0.040355548,60,0,0.414994915,10816,15,0,6,0,1
0,0.155707651,39,0,0.513684817,3470,15,0,1,0,2
0,0.9999999,30,0,0,1100,0,0,0,0,0
0,0.602291245,60,2,1.275761368,2396,10,0,1,0,0
0,0.022706748,72,0,0.646001467,2725,4,0,2,0,0
0,0.025394168,38,0,0.241044154,3600,5,0,0,0,0
0,0.000172408,42,0,0.502599653,2884,8,0,1,0,0
0,0.013070916,72,0,0.01998002,1000,8,0,0,0,0
0,0.059150888,74,0,0.016033911,5425,7,0,0,0,1
0,0.04102327,42,0,1.142787286,2044,12,0,2,0,2
0,0.003497452,60,1,0.258985059,7428,12,0,2,0,0
0,0.196172524,51,0,0.314421395,4000,18,0,2,0,2
0,0.28888254,37,0,0.456081081,7103,11,0,2,0,0
0,0.010300854,75,0,0.001940805,6182,5,0,0,0,0
0,0.9999999,89,0,0.112971757,4000,9,0,1,0,0
0,0.444426316,50,0,0.186545286,6480,8,0,0,0,2
0,0.175347784,79,1,0.330221704,1713,9,0,2,0,0
0,0,33,0,0.054868141,8000,5,0,0,0,0
0,0.200641831,56,0,0.148646847,7500,8,0,1,0,1
0,0.808845349,57,0,0.453161681,13204,14,0,3,0,0
0,0.206639668,45,0,0.282251908,5239,2,0,1,0,0
0,0.9999999,53,0,0,6600,0,0,0,0,3
0,0,41,0,0.131957885,25833,12,0,1,0,5
0,0.483843537,40,0,0.118480253,6000,9,0,0,0,2
0,0.117195312,53,0,0.444511098,3333,6,0,1,0,0
0,0.008738939,56,0,0.541057368,8000,29,0,6,0,0
0,0.176184451,45,0,0.417812374,19783,15,0,7,0,2
0,0.012989106,50,1,0.000538092,22300,23,0,0,0,2
0,0.9999999,38,1,0.10426089,4200,3,0,0,0,0
0,0,66,0,0.001618893,10500,1,0,0,0,0
0,0.5249501,25,0,0.005380477,1300,1,0,0,0,0
1,0.9999999,41,0,0.071061875,3700,1,0,0,0,2
0,0.9999999,41,0,0.327766921,5628,4,0,1,0,1
0,0.061546923,46,0,0.00833179,5400,1,0,0,0,2
0,1.008445375,31,0,0.806336708,5333,10,0,1,0,1
0,0.9999999,30,2,0.014025664,3350,2,0,0,0,0
0,0.013112019,48,0,0.001674263,10750,6,0,0,0,3
0,0.02924413,71,0,0.345869997,7045,18,0,2,0,1
0,0.048756098,37,0,0.007383479,6500,4,0,0,0,0
0,0.072474217,33,0,0.297788168,5560,14,0,2,0,1
1,0.793106252,35,1,0.098300566,3000,3,0,0,1,4
0,0.333794437,34,0,0.303635817,6655,5,0,1,0,2
0,0.254987251,49,0,0.444911018,5000,22,0,2,0,0
0,0.024624269,52,0,0.178268736,10500,26,0,1,0,0
0,0.007475752,79,0,0.002532996,7500,12,0,0,0,0
0,0.019813186,78,0,0.011053622,4251,9,0,0,0,0
0,0,25,1,0.114516129,3099,2,0,0,0,0
0,0.116676791,31,0,0.343593791,3800,7,0,1,0,0
0,0.987788691,45,4,0.176627416,4500,5,3,0,2,4
0,0.384584617,44,0,0.348108649,6000,7,0,1,0,3
0,0.458036215,43,0,0.328972813,8790,15,0,2,0,2
0,0.151942111,74,0,0.073982125,12083,22,0,0,0,0
0,0.295167789,52,6,0.542315789,4749,13,0,2,0,3
0,0.058752172,69,1,0.156287887,18145,11,0,2,0,1
0,0.04409951,63,0,0.445634708,5600,12,0,3,0,0
0,0.889342522,51,1,0.936831115,3830,12,0,0,0,0
0,0.479791395,25,0,0.190578158,1400,6,0,0,1,0
0,0.01086946,68,0,0.489878543,3210,12,0,1,0,0
0,0.017663723,24,0,0.116196401,4500,4,0,0,0,0
0,0.217564337,33,0,0.190421536,9583,16,0,0,0,0
0,0.00630538,77,0,0.001180173,5083,2,0,0,0,1
0,0.433305063,39,0,0.532433446,8000,11,0,2,0,3
0,0.288541381,87,1,0.571428571,1700,23,0,0,0,0
0,0.917082917,25,0,27,0,3,0,0,0,0
0,0.787969693,85,0,0.104510638,5874,2,0,0,0,0
1,1.128589263,36,1,0.239466794,4200,6,2,0,0,2
0,0.239763406,58,0,0.12157054,8200,6,0,0,0,0
0,1.001175779,26,0,0.091949638,2620,3,0,0,0,0
0,0.523008673,48,0,0.728451883,4779,8,0,2,0,0
0,0.003913595,64,0,0.093385422,75000,9,0,2,0,0
1,0.261885283,44,0,0.351565852,32633,10,0,3,0,3
0,0.004789715,46,0,0.580139953,3000,6,0,1,0,0
0,0.995067324,59,0,0.388119954,1733,4,0,0,0,0
0,0.367214689,50,0,0.076140065,2455,7,0,0,0,1
0,0,46,0,0.48605123,7885,12,0,3,0,2
0,0.354071462,43,0,0.34157862,8044,15,0,1,0,1
0,0.142861236,53,0,0.250988142,3541,4,0,0,0,0
0,0.9999999,25,0,0.300546448,1280,1,0,0,0,1
0,0.009220777,43,0,0.163059005,9100,12,0,1,0,2
0,0.234465875,50,2,0.337135239,6750,16,0,2,0,0
0,0.279093644,65,0,0.331327476,16617,20,0,2,0,0
0,0.069888135,50,0,0.554611347,4000,13,0,1,0,0
0,0.4545035,41,0,0.463872517,4580,8,0,1,0,0
0,0.023294751,72,0,0.210151894,5200,7,0,1,0,0
0,0.514389608,44,2,28.632287,12487,9,0,1,1,3
0,0.574170332,28,0,0.037185126,2500,4,0,0,0,0
0,0.638415687,31,1,0.795466811,3705,16,0,2,0,0
0,0.231673214,53,0,0.270669515,22000,12,0,2,0,2
0,0.305642766,56,0,0.318981236,17000,15,0,2,0,0
0,0.507324634,67,1,0.505003336,4496,7,0,2,0,1
0,0.118700766,62,0,0.294957863,7000,7,0,1,0,2
0,0.238797495,57,0,0.297861617,41666,19,0,2,0,2
0,0.9999999,64,1,0.417674151,6947,9,0,2,0,1
0,0.018879311,69,0,0.124602605,9750,11,0,3,0,2
0,0.032840377,70,0,0.10603559,5450,6,0,2,0,0
0,0.002595133,69,1,0.248454316,13100,12,0,3,0,0
0,0.35074577,45,1,0.461418307,3200,8,0,1,0,0
0,0.093543836,50,0,0.241024664,10500,15,0,1,0,0
0,0.029068633,66,0,0.018993669,3000,5,0,0,0,0
0,0.001226007,40,0,0,4500,2,0,0,0,2
0,0.142025736,66,0,0.375124975,5000,18,1,1,0,2
0,0.490930125,63,0,0.427523344,4497,13,0,1,0,0
0,0.343983288,69,0,0.420287221,5500,9,0,1,0,0
0,0.318157755,37,0,0.693256912,14829,20,0,13,0,3
0,0.015370737,46,0,0.707431551,7669,12,0,3,0,3
0,0.130304386,51,0,0.143127763,4750,16,0,0,0,2
0,0.32016749,51,0,0.211995473,2650,3,0,1,0,0
0,0.069946503,52,0,0.411379987,4586,5,0,1,0,0
0,0.424557951,52,0,0.169929196,2400,9,0,0,0,0
0,0.448646174,43,0,0.2173417,1752,4,0,0,0,0
0,0.756992031,56,0,0.605794736,4900,8,0,2,0,0
0,0.015433205,52,0,1802,0,13,0,2,0,2
0,0.345819445,46,0,0.07154538,9783,3,0,0,0,2
0,0.155877819,59,1,0.430525227,8700,7,0,2,0,0
0,0.005722219,53,0,0.000799929,11250,7,0,0,0,3
0,0.00359952,74,0,0,1500,4,0,0,0,0
0,0.170457188,54,0,0.026441446,120000,12,0,1,0,3
0,0.006340043,75,0,0.197160568,5000,10,0,2,0,0
0,0.001797943,60,0,0.26918582,7700,12,0,1,0,0
0,0.184257518,42,0,0.544639779,2900,5,0,1,0,0
0,0.015069835,59,0,869.5,1,14,0,1,0,0
0,0,37,3,0.347937544,4290,6,0,1,0,0
0,0.090502593,35,0,0.318173021,5166,13,0,2,0,0
0,0.417881564,51,2,0.10456155,4800,4,0,0,0,2
0,0.076494536,31,0,0.798647469,4583,9,0,3,0,2
0,0.065570258,62,0,0.154199843,8916,8,0,1,0,1
0,0.301136122,36,0,0.456954305,10000,4,0,2,0,1
0,0.853008152,61,0,0.384272396,4933,11,0,0,0,0
1,0.860277886,30,0,1.437282902,2590,8,0,1,0,2
0,1.107784431,43,0,0.093270008,9895,6,0,0,0,3
0,0.741762912,47,0,0.202843812,4500,2,0,0,0,0
0,0.9999999,27,1,0.011254019,1865,0,0,0,0,2
0,0.726672527,74,0,0.387875588,20833,15,0,3,0,1
0,0,43,0,0.300769753,8833,6,0,2,0,0
0,0.052645768,65,1,0.374930517,10793,12,0,2,0,0
0,0.009657484,89,0,0.002714441,5525,4,0,0,0,0
0,0.267877513,44,0,1.027321396,5416,10,0,6,0,0
1,0.884873589,25,0,0.320441989,3800,7,0,0,0,1
0,0.9999999,25,0,0.2436751,1501,1,0,0,1,0
0,0.9999999,21,98,0,400,0,98,0,98,0
0,0.982516284,54,2,0.231838775,6400,5,0,0,0,0
0,0.12179572,49,0,0.527278511,12573,14,0,2,0,0
0,0.207560257,37,0,0.154584542,10000,4,0,1,0,3
0,0.00646884,66,0,0.048756906,7239,23,0,0,0,0
0,1.675810474,33,1,0.237302248,1200,2,0,0,1,2
0,0.000815993,53,0,0.000369208,5416,6,0,0,0,0
0,0.36459777,42,0,0.593899089,6916,7,0,3,0,0
0,0.006294861,60,0,0.123074454,6231,14,0,1,0,1
0,0.054368606,43,1,0.364892679,3400,13,0,1,0,0
0,0.457405679,28,0,0.070686071,1442,2,0,0,0,0
0,0.14425705,63,0,0.491676114,16758,7,0,3,0,0
0,0,52,3,0.18717023,3600,7,0,1,0,0
0,0.015619577,61,0,0.075560188,5756,7,0,0,0,0
0,0.53682106,25,0,0.161810079,2916,4,0,0,0,0
0,0.162262712,55,0,0.309974362,8190,21,0,2,0,0
0,0.9999999,35,1,0.203118752,2500,1,0,0,0,3
0,0.03142541,61,0,1.656895403,1500,24,0,2,0,1
0,0.1925349,38,0,0.225741941,12500,12,0,2,0,0
0,0.283056182,72,0,0.234723404,5874,14,0,1,0,0
0,0.008588923,35,0,0.032563167,7400,13,0,0,0,3
0,0.047923802,62,1,0.187366389,14500,5,0,1,0,0
0,0.030125352,65,0,0.210548763,7033,14,0,1,0,2
0,0.168619777,43,0,0.224181202,31875,8,0,3,0,2
0,0.150628312,50,0,0.648068155,8333,4,0,2,0,3
0,0.012732909,51,0,0.456667846,2826,3,0,1,0,1
0,0.129413209,73,0,0.28769195,8595,14,0,1,0,0
0,0.635202665,22,0,0.08478803,400,2,0,0,0,0
0,0.005228497,75,0,0.33181382,4167,13,0,2,0,0
0,1.73089701,25,0,0.009369144,1600,1,0,0,1,0
0,0.620755889,39,0,0.159631121,7698,4,0,1,0,3
0,0,33,0,0.077009714,7102,3,1,0,0,0
0,0.039723225,66,0,1573,0,5,0,2,0,0
0,0.014465702,57,0,0.374583426,4500,6,0,1,0,0
0,0.043792097,77,0,0.360808709,4500,6,0,2,0,0
0,0.23394099,39,0,0.329364566,7726,15,0,1,0,3
0,0.081826658,83,0,0.015775748,62500,8,0,0,0,0
0,0.026932859,71,0,0.21890102,5586,7,0,1,0,0
0,0.537011575,42,0,0.563188254,7627,12,0,1,0,2
0,0.471084282,59,2,0.721046492,6000,16,0,2,0,0
